trans_dt,A,B,O,AB,code_len,dow,day,month,year,week,ds,hol_dur,hol_lower,hol_upper,TOTAL
2013-10-21,28.0,64.0,70.0,17.0,208,0,21,10,2013,43,,,,,179.0
2013-10-22,48.5,77.0,56.5,17.0,274,1,22,10,2013,43,,,,,199.0
2013-10-23,41.0,44.5,64.0,21.0,256,2,23,10,2013,43,,,,,170.5
2013-10-24,33.0,60.0,47.0,14.0,192,3,24,10,2013,43,,,,,154.0
2013-10-25,19.5,40.5,39.0,13.0,180,4,25,10,2013,43,,,,,112.0
2013-10-26,21.0,28.0,21.5,7.0,136,5,26,10,2013,43,,,,,77.5
2013-10-27,17.5,20.0,19.0,0.0,96,6,27,10,2013,43,,,,,56.5
2013-10-28,45.5,48.5,25.0,36.0,210,0,28,10,2013,44,,,,,155.0
2013-10-29,65.5,62.0,50.0,23.5,220,1,29,10,2013,44,,,,,201.0
2013-10-30,49.5,59.0,48.0,17.0,208,2,30,10,2013,44,,,,,173.5
2013-10-31,44.0,42.0,63.0,30.0,226,3,31,10,2013,44,,,,,179.0
2013-11-01,59.0,36.5,58.0,5.0,212,4,1,11,2013,44,,,,,158.5
2013-11-02,17.0,42.5,54.5,6.0,162,5,2,11,2013,44,,,,,120.0
2013-11-03,25.0,23.5,48.5,19.0,196,6,3,11,2013,44,,,,,116.0
2013-11-04,48.0,28.0,42.0,20.0,196,0,4,11,2013,45,,,,,138.0
2013-11-05,38.5,43.0,61.5,12.5,224,1,5,11,2013,45,,,,,155.5
2013-11-06,26.0,43.5,33.0,10.0,190,2,6,11,2013,45,,,,,112.5
2013-11-07,44.0,33.5,31.0,8.0,168,3,7,11,2013,45,,,,,116.5
2013-11-08,31.5,39.5,26.5,10.0,174,4,8,11,2013,45,,,,,107.5
2013-11-09,26.0,22.0,23.5,0.0,120,5,9,11,2013,45,,,,,71.5
2013-11-10,15.0,25.0,21.0,1.5,120,6,10,11,2013,45,,,,,62.5
2013-11-11,32.0,37.0,28.5,22.0,150,0,11,11,2013,46,,,,,119.5
2013-11-12,54.5,39.5,59.0,17.5,160,1,12,11,2013,46,,,,,170.5
2013-11-13,78.0,31.0,64.5,0.0,214,2,13,11,2013,46,,,,,173.5
2013-11-14,32.5,59.5,65.5,22.0,246,3,14,11,2013,46,,,,,179.5
2013-11-15,65.5,38.5,45.0,10.5,214,4,15,11,2013,46,,,,,159.5
2013-11-16,30.0,25.0,19.5,10.0,168,5,16,11,2013,46,,,,,84.5
2013-11-17,24.5,29.5,15.0,9.0,126,6,17,11,2013,46,,,,,78.0
2013-11-18,48.0,59.5,45.5,6.5,220,0,18,11,2013,47,,,,,159.5
2013-11-19,47.5,73.5,60.5,21.0,228,1,19,11,2013,47,,,,,202.5
2013-11-20,55.5,64.5,45.0,19.0,232,2,20,11,2013,47,,,,,184.0
2013-11-21,66.0,50.0,50.0,36.5,228,3,21,11,2013,47,,,,,202.5
2013-11-22,51.5,38.5,50.0,8.5,192,4,22,11,2013,47,,,,,148.5
2013-11-23,27.0,25.0,23.0,7.0,120,5,23,11,2013,47,,,,,82.0
2013-11-24,25.0,40.0,13.5,10.0,138,6,24,11,2013,47,,,,,88.5
2013-11-25,45.5,46.0,39.5,15.5,188,0,25,11,2013,48,,,,,146.5
2013-11-26,77.0,43.5,62.5,9.0,244,1,26,11,2013,48,,,,,192.0
2013-11-27,50.0,57.0,46.5,16.0,216,2,27,11,2013,48,,,,,169.5
2013-11-28,17.0,57.5,32.5,15.5,180,3,28,11,2013,48,,,,,122.5
2013-11-29,26.0,40.5,39.5,16.5,216,4,29,11,2013,48,,,,,122.5
2013-11-30,18.0,31.5,29.5,9.0,180,5,30,11,2013,48,,,,,88.0
2013-12-01,25.0,39.0,16.0,9.0,174,6,1,12,2013,48,,,,,89.0
2013-12-02,64.5,40.5,45.0,23.0,214,0,2,12,2013,49,,,,,173.0
2013-12-03,75.0,36.5,70.0,4.0,214,1,3,12,2013,49,,,,,185.5
2013-12-04,63.0,46.0,56.0,24.5,250,2,4,12,2013,49,,,,,189.5
2013-12-05,46.0,71.0,48.5,0.0,208,3,5,12,2013,49,,,,,165.5
2013-12-06,45.0,44.0,47.5,23.5,210,4,6,12,2013,49,,,,,160.0
2013-12-07,33.0,30.5,27.0,3.5,180,5,7,12,2013,49,,,,,94.0
2013-12-08,15.0,31.5,25.5,2.0,138,6,8,12,2013,49,,,,,74.0
2013-12-09,25.0,54.0,38.0,19.0,186,0,9,12,2013,50,,,,,136.0
2013-12-10,32.5,54.5,87.0,8.0,228,1,10,12,2013,50,,,,,182.0
2013-12-11,44.5,64.5,43.5,11.0,196,2,11,12,2013,50,,,,,163.5
2013-12-12,42.0,48.0,70.5,4.0,210,3,12,12,2013,50,,,,,164.5
2013-12-13,29.0,56.5,34.0,0.0,210,4,13,12,2013,50,,,,,119.5
2013-12-14,17.0,31.0,34.0,2.0,150,5,14,12,2013,50,,,,,84.0
2013-12-15,16.0,35.0,19.5,7.5,144,6,15,12,2013,50,,,,,78.0
2013-12-16,30.5,61.0,33.0,7.0,178,0,16,12,2013,51,,,,,131.5
2013-12-17,36.0,83.5,40.5,5.0,196,1,17,12,2013,51,,,,,165.0
2013-12-18,33.5,74.0,58.5,4.0,214,2,18,12,2013,51,,,,,170.0
2013-12-19,36.5,74.0,38.0,8.0,228,3,19,12,2013,51,,,,,156.5
2013-12-20,54.5,84.0,56.5,7.0,272,4,20,12,2013,51,,,,,202.0
2013-12-21,36.0,20.5,26.5,7.0,202,5,21,12,2013,51,,,,,90.0
2013-12-22,30.5,18.5,30.5,9.0,136,6,22,12,2013,51,,,,,88.5
2013-12-23,51.0,34.5,27.0,6.5,186,0,23,12,2013,52,,,,,119.0
2013-12-24,70.0,50.0,35.5,12.5,178,1,24,12,2013,52,,,,,168.0
2013-12-25,37.5,49.0,51.0,15.0,218,2,25,12,2013,52,,,,,152.5
2013-12-26,53.5,46.5,36.5,18.0,220,3,26,12,2013,52,,,,,154.5
2013-12-27,62.5,65.5,24.5,19.0,210,4,27,12,2013,52,,,,,171.5
2013-12-28,37.5,33.5,23.0,18.0,192,5,28,12,2013,52,,,,,112.0
2013-12-29,30.0,30.5,32.0,4.0,190,6,29,12,2013,52,,,,,96.5
2013-12-30,31.5,45.0,34.0,20.0,234,0,30,12,2013,1,,,,,130.5
2013-12-31,44.0,55.0,32.0,11.0,190,1,31,12,2013,1,,,,,142.0
2014-01-01,22.5,13.0,28.0,8.0,160,2,1,1,2014,1,2014-01-01,3.0,-1.0,1.0,71.5
2014-01-02,31.5,42.0,22.5,13.0,192,3,2,1,2014,1,,,,,109.0
2014-01-03,51.0,39.5,55.5,10.0,200,4,3,1,2014,1,,,,,156.0
2014-01-04,22.5,21.5,31.0,2.0,138,5,4,1,2014,1,,,,,77.0
2014-01-05,14.5,37.0,24.5,9.5,132,6,5,1,2014,1,,,,,85.5
2014-01-06,13.5,34.5,49.0,9.0,142,0,6,1,2014,2,,,,,106.0
2014-01-07,44.0,43.0,55.0,8.0,214,1,7,1,2014,2,,,,,150.0
2014-01-08,29.5,55.0,45.5,3.0,210,2,8,1,2014,2,,,,,133.0
2014-01-09,28.0,47.5,41.5,25.0,198,3,9,1,2014,2,,,,,142.0
2014-01-10,28.0,40.0,61.5,13.5,192,4,10,1,2014,2,,,,,143.0
2014-01-11,28.5,28.5,24.0,5.5,154,5,11,1,2014,2,,,,,86.5
2014-01-12,21.0,21.5,20.0,6.5,144,6,12,1,2014,2,,,,,69.0
2014-01-13,65.5,37.0,52.0,5.5,210,0,13,1,2014,3,,,,,160.0
2014-01-14,41.5,51.0,69.0,27.0,258,1,14,1,2014,3,,,,,188.5
2014-01-15,34.0,64.0,45.5,17.5,228,2,15,1,2014,3,,,,,161.0
2014-01-16,40.0,47.0,47.5,14.0,214,3,16,1,2014,3,,,,,148.5
2014-01-17,39.0,34.5,28.5,11.0,174,4,17,1,2014,3,,,,,113.0
2014-01-18,20.0,27.5,23.5,5.5,174,5,18,1,2014,3,,,,,76.5
2014-01-19,21.5,27.0,12.5,7.0,148,6,19,1,2014,3,,,,,68.0
2014-01-20,35.5,22.0,22.0,14.0,138,0,20,1,2014,4,,,,,93.5
2014-01-21,44.0,57.0,48.0,8.0,184,1,21,1,2014,4,,,,,157.0
2014-01-22,29.0,42.0,50.5,24.0,204,2,22,1,2014,4,,,,,145.5
2014-01-23,25.0,26.5,46.5,8.5,188,3,23,1,2014,4,,,,,106.5
2014-01-24,32.0,37.0,29.5,19.5,198,4,24,1,2014,4,,,,,118.0
2014-01-25,18.0,22.5,18.5,10.5,154,5,25,1,2014,4,,,,,69.5
2014-01-26,28.0,29.0,49.0,27.5,192,6,26,1,2014,4,,,,,133.5
2014-01-27,9.0,32.5,48.0,20.5,168,0,27,1,2014,5,,,,,110.0
2014-01-28,9.0,22.5,34.5,17.5,118,1,28,1,2014,5,,,,,83.5
2014-01-29,11.5,16.0,37.0,19.0,108,2,29,1,2014,5,,,,,83.5
2014-01-30,9.0,20.5,20.0,7.5,124,3,30,1,2014,5,,,,,57.0
2014-01-31,7.0,17.0,32.5,6.0,94,4,31,1,2014,5,2014-01-31,7.0,-2.0,2.0,62.5
2014-02-01,6.0,17.0,33.5,6.0,94,5,1,2,2014,5,2014-02-01,7.0,-2.0,2.0,62.5
2014-02-02,19.0,20.0,22.5,7.5,102,6,2,2,2014,5,2014-02-02,7.0,-2.0,2.0,69.0
2014-02-03,12.5,18.5,14.0,3.0,82,0,3,2,2014,6,2014-02-03,7.0,-2.0,2.0,48.0
2014-02-04,15.5,15.0,15.0,4.0,72,1,4,2,2014,6,2014-02-04,7.0,-2.0,2.0,49.5
2014-02-05,13.0,14.5,19.5,10.0,102,2,5,2,2014,6,2014-02-05,7.0,-2.0,2.0,57.0
2014-02-06,11.0,18.0,22.0,6.0,90,3,6,2,2014,6,2014-02-06,7.0,-2.0,2.0,57.0
2014-02-07,30.5,30.5,35.5,8.0,142,4,7,2,2014,6,,,,,104.5
2014-02-08,39.5,27.0,43.5,8.0,180,5,8,2,2014,6,,,,,118.0
2014-02-09,15.0,19.0,20.5,2.0,128,6,9,2,2014,6,,,,,56.5
2014-02-10,34.0,51.0,34.0,12.0,154,0,10,2,2014,7,,,,,131.0
2014-02-11,64.0,56.0,56.5,11.0,228,1,11,2,2014,7,,,,,187.5
2014-02-12,43.0,34.0,39.0,8.0,190,2,12,2,2014,7,,,,,124.0
2014-02-13,56.0,35.5,44.5,18.0,186,3,13,2,2014,7,,,,,154.0
2014-02-14,59.5,58.5,33.0,12.0,174,4,14,2,2014,7,,,,,163.0
2014-02-15,24.5,24.5,22.5,2.0,150,5,15,2,2014,7,,,,,73.5
2014-02-16,10.0,23.0,23.5,5.0,94,6,16,2,2014,7,,,,,61.5
2014-02-17,43.0,52.5,59.0,15.0,216,0,17,2,2014,8,,,,,169.5
2014-02-18,43.5,50.0,46.0,20.5,150,1,18,2,2014,8,,,,,160.0
2014-02-19,58.0,46.5,45.5,6.0,220,2,19,2,2014,8,,,,,156.0
2014-02-20,39.5,45.0,53.0,13.5,238,3,20,2,2014,8,,,,,151.0
2014-02-21,48.0,41.5,61.0,10.5,222,4,21,2,2014,8,,,,,161.0
2014-02-22,36.5,34.5,42.0,5.5,186,5,22,2,2014,8,,,,,118.5
2014-02-23,26.5,32.5,25.5,7.5,154,6,23,2,2014,8,,,,,92.0
2014-02-24,29.5,34.0,60.5,22.0,198,0,24,2,2014,9,,,,,146.0
2014-02-25,59.0,52.0,58.5,12.5,270,1,25,2,2014,9,,,,,182.0
2014-02-26,53.0,58.5,59.5,14.5,238,2,26,2,2014,9,,,,,185.5
2014-02-27,67.5,43.5,64.5,8.0,268,3,27,2,2014,9,,,,,183.5
2014-02-28,33.5,58.5,63.5,19.0,228,4,28,2,2014,9,,,,,174.5
2014-03-01,35.0,24.0,52.0,6.5,208,5,1,3,2014,9,,,,,117.5
2014-03-02,13.5,16.0,15.0,4.0,120,6,2,3,2014,9,,,,,48.5
2014-03-03,45.5,62.0,38.0,11.0,178,0,3,3,2014,10,,,,,156.5
2014-03-04,56.0,67.5,92.5,13.0,240,1,4,3,2014,10,,,,,229.0
2014-03-05,28.5,38.0,78.0,23.5,216,2,5,3,2014,10,,,,,168.0
2014-03-06,66.5,71.0,60.5,26.0,242,3,6,3,2014,10,,,,,224.0
2014-03-07,34.0,35.0,65.0,27.0,198,4,7,3,2014,10,,,,,161.0
2014-03-08,28.0,39.0,33.0,11.0,156,5,8,3,2014,10,,,,,111.0
2014-03-09,42.0,21.0,37.0,10.0,174,6,9,3,2014,10,,,,,110.0
2014-03-10,46.0,89.5,35.0,21.0,228,0,10,3,2014,11,,,,,191.5
2014-03-11,52.0,76.5,50.5,11.0,250,1,11,3,2014,11,,,,,190.0
2014-03-12,69.0,77.0,33.0,13.0,210,2,12,3,2014,11,,,,,192.0
2014-03-13,49.0,66.0,30.0,23.0,198,3,13,3,2014,11,,,,,168.0
2014-03-14,31.0,48.0,34.0,18.0,186,4,14,3,2014,11,,,,,131.0
2014-03-15,32.0,19.0,19.5,10.0,156,5,15,3,2014,11,,,,,80.5
2014-03-16,24.0,13.0,25.0,25.0,106,6,16,3,2014,11,,,,,87.0
2014-03-17,53.0,52.0,63.0,34.0,220,0,17,3,2014,12,,,,,202.0
2014-03-18,58.0,58.0,63.0,21.0,242,1,18,3,2014,12,,,,,200.0
2014-03-19,83.5,49.5,40.0,16.0,234,2,19,3,2014,12,,,,,189.0
2014-03-20,99.0,51.5,62.0,32.5,300,3,20,3,2014,12,,,,,245.0
2014-03-21,50.0,52.0,67.5,34.5,240,4,21,3,2014,12,,,,,204.0
2014-03-22,27.0,27.0,24.5,6.0,156,5,22,3,2014,12,,,,,84.5
2014-03-23,14.0,24.5,14.0,14.0,146,6,23,3,2014,12,,,,,66.5
2014-03-24,62.0,54.0,55.5,11.0,228,0,24,3,2014,13,,,,,182.5
2014-03-25,64.0,45.0,80.0,27.0,210,1,25,3,2014,13,,,,,216.0
2014-03-26,47.0,67.0,42.0,29.0,190,2,26,3,2014,13,,,,,185.0
2014-03-27,60.5,57.5,63.0,29.5,216,3,27,3,2014,13,,,,,210.5
2014-03-28,28.5,55.0,52.0,22.0,202,4,28,3,2014,13,,,,,157.5
2014-03-29,32.0,36.0,23.0,12.0,166,5,29,3,2014,13,,,,,103.0
2014-03-30,18.0,11.0,13.0,10.0,112,6,30,3,2014,13,,,,,52.0
2014-03-31,52.0,49.0,88.0,22.0,202,0,31,3,2014,14,,,,,211.0
2014-04-01,57.0,56.0,57.5,32.0,186,1,1,4,2014,14,,,,,202.5
2014-04-02,45.5,53.5,75.5,28.5,238,2,2,4,2014,14,,,,,203.0
2014-04-03,35.0,52.5,56.0,30.0,204,3,3,4,2014,14,,,,,173.5
2014-04-04,37.5,53.5,45.5,23.0,238,4,4,4,2014,14,,,,,159.5
2014-04-05,20.0,26.5,15.5,2.0,132,5,5,4,2014,14,2014-04-05,3.0,-1.0,1.0,64.0
2014-04-06,43.5,22.0,10.5,5.0,144,6,6,4,2014,14,2014-04-06,3.0,-1.0,1.0,81.0
2014-04-07,31.0,14.5,14.5,11.0,114,0,7,4,2014,15,2014-04-07,3.0,-1.0,1.0,71.0
2014-04-08,56.0,32.5,53.0,14.0,186,1,8,4,2014,15,,,,,155.5
2014-04-09,45.5,37.5,54.5,23.5,196,2,9,4,2014,15,,,,,161.0
2014-04-10,37.0,55.5,52.5,6.0,204,3,10,4,2014,15,,,,,151.0
2014-04-11,41.0,28.0,36.0,11.0,204,4,11,4,2014,15,,,,,116.0
2014-04-12,30.0,16.5,28.5,14.0,168,5,12,4,2014,15,,,,,89.0
2014-04-13,17.5,11.0,25.0,4.0,122,6,13,4,2014,15,,,,,57.5
2014-04-14,73.0,42.0,58.0,6.0,196,0,14,4,2014,16,,,,,179.0
2014-04-15,62.5,56.0,64.0,26.0,216,1,15,4,2014,16,,,,,208.5
2014-04-16,56.5,50.0,71.5,15.0,264,2,16,4,2014,16,,,,,193.0
2014-04-17,50.0,47.0,63.5,17.0,168,3,17,4,2014,16,,,,,177.5
2014-04-18,47.5,51.0,63.0,10.0,228,4,18,4,2014,16,,,,,171.5
2014-04-19,23.0,20.0,26.0,11.0,138,5,19,4,2014,16,,,,,80.0
2014-04-20,19.0,19.0,32.0,8.0,148,6,20,4,2014,16,,,,,78.0
2014-04-21,56.0,55.5,61.0,24.5,228,0,21,4,2014,17,,,,,197.0
2014-04-22,51.0,89.5,78.5,6.0,204,1,22,4,2014,17,,,,,225.0
2014-04-23,38.0,68.0,66.0,16.0,222,2,23,4,2014,17,,,,,188.0
2014-04-24,47.0,50.0,47.0,24.0,252,3,24,4,2014,17,,,,,168.0
2014-04-25,74.0,60.0,42.5,27.0,246,4,25,4,2014,17,,,,,203.5
2014-04-26,21.0,18.5,23.0,4.0,168,5,26,4,2014,17,,,,,66.5
2014-04-27,15.5,19.5,32.5,6.0,102,6,27,4,2014,17,,,,,73.5
2014-04-28,46.0,55.0,50.5,20.0,174,0,28,4,2014,18,,,,,171.5
2014-04-29,46.5,43.0,51.5,13.0,192,1,29,4,2014,18,,,,,154.0
2014-04-30,34.5,42.5,59.5,18.5,234,2,30,4,2014,18,,,,,155.0
2014-05-01,16.0,21.0,25.0,2.0,132,3,1,5,2014,18,2014-05-01,3.0,-1.0,1.0,64.0
2014-05-02,30.5,14.0,37.0,5.5,150,4,2,5,2014,18,2014-05-02,3.0,-1.0,1.0,87.0
2014-05-03,28.0,12.0,16.0,6.5,114,5,3,5,2014,18,2014-05-03,3.0,-1.0,1.0,62.5
2014-05-04,41.0,74.5,59.0,25.5,190,6,4,5,2014,18,,,,,200.0
2014-05-05,21.0,77.5,69.5,23.0,234,0,5,5,2014,19,,,,,191.0
2014-05-06,51.0,50.0,72.0,16.5,192,1,6,5,2014,19,,,,,189.5
2014-05-07,67.5,107.0,46.0,10.0,208,2,7,5,2014,19,,,,,230.5
2014-05-08,57.0,47.0,73.0,7.5,202,3,8,5,2014,19,,,,,184.5
2014-05-09,38.5,33.0,39.5,13.5,196,4,9,5,2014,19,,,,,124.5
2014-05-10,9.0,26.0,23.5,13.0,150,5,10,5,2014,19,,,,,71.5
2014-05-11,13.5,33.0,11.0,6.5,138,6,11,5,2014,19,,,,,64.0
2014-05-12,54.0,48.0,59.0,21.0,204,0,12,5,2014,20,,,,,182.0
2014-05-13,63.0,73.5,53.0,21.0,234,1,13,5,2014,20,,,,,210.5
2014-05-14,81.5,48.0,48.0,10.0,192,2,14,5,2014,20,,,,,187.5
2014-05-15,34.0,57.5,52.0,23.0,198,3,15,5,2014,20,,,,,166.5
2014-05-16,59.5,32.0,44.5,11.0,198,4,16,5,2014,20,,,,,147.0
2014-05-17,36.0,51.0,18.0,12.0,156,5,17,5,2014,20,,,,,117.0
2014-05-18,17.0,32.5,8.0,2.0,126,6,18,5,2014,20,,,,,59.5
2014-05-19,25.0,80.5,57.0,11.0,192,0,19,5,2014,21,,,,,173.5
2014-05-20,44.0,70.0,51.0,8.0,192,1,20,5,2014,21,,,,,173.0
2014-05-21,25.0,37.5,54.5,14.0,214,2,21,5,2014,21,,,,,131.0
2014-05-22,28.0,54.5,53.5,13.0,216,3,22,5,2014,21,,,,,149.0
2014-05-23,37.5,31.0,34.0,16.5,180,4,23,5,2014,21,,,,,119.0
2014-05-24,21.5,32.0,25.0,4.0,162,5,24,5,2014,21,,,,,82.5
2014-05-25,27.0,25.5,16.0,5.0,124,6,25,5,2014,21,,,,,73.5
2014-05-26,45.0,55.0,41.0,13.0,206,0,26,5,2014,22,,,,,154.0
2014-05-27,54.5,71.5,63.5,29.5,222,1,27,5,2014,22,,,,,219.0
2014-05-28,47.0,60.5,57.0,4.0,180,2,28,5,2014,22,,,,,168.5
2014-05-29,29.5,69.5,36.0,11.0,186,3,29,5,2014,22,,,,,146.0
2014-05-30,28.0,33.5,23.0,15.0,198,4,30,5,2014,22,,,,,99.5
2014-05-31,12.5,12.0,12.0,0.0,90,5,31,5,2014,22,2014-05-31,3.0,-1.0,1.0,36.5
2014-06-01,10.5,12.0,20.5,2.0,108,6,1,6,2014,22,2014-06-01,3.0,-1.0,1.0,45.0
2014-06-02,15.5,24.0,9.5,0.0,96,0,2,6,2014,23,2014-06-02,3.0,-1.0,1.0,49.0
2014-06-03,37.5,30.0,59.0,16.0,168,1,3,6,2014,23,,,,,142.5
2014-06-04,55.0,44.0,21.0,30.0,174,2,4,6,2014,23,,,,,150.0
2014-06-05,73.5,38.0,41.5,14.0,204,3,5,6,2014,23,,,,,167.0
2014-06-06,66.0,48.5,46.0,27.5,238,4,6,6,2014,23,,,,,188.0
2014-06-07,41.5,26.0,33.0,19.5,198,5,7,6,2014,23,,,,,120.0
2014-06-08,47.5,28.0,14.5,8.0,162,6,8,6,2014,23,,,,,98.0
2014-06-09,73.5,31.0,44.0,4.0,192,0,9,6,2014,24,,,,,152.5
2014-06-10,58.5,44.5,61.5,22.0,216,1,10,6,2014,24,,,,,186.5
2014-06-11,92.5,36.0,53.0,11.5,246,2,11,6,2014,24,,,,,193.0
2014-06-12,46.5,64.0,54.5,9.0,216,3,12,6,2014,24,,,,,174.0
2014-06-13,41.0,48.5,49.5,2.0,222,4,13,6,2014,24,,,,,141.0
2014-06-14,14.5,23.0,32.5,6.0,132,5,14,6,2014,24,,,,,76.0
2014-06-15,21.0,17.5,25.0,6.0,130,6,15,6,2014,24,,,,,69.5
2014-06-16,68.0,64.5,41.0,17.0,200,0,16,6,2014,25,,,,,190.5
2014-06-17,66.5,24.0,60.0,9.5,220,1,17,6,2014,25,,,,,160.0
2014-06-18,46.5,44.5,33.5,14.0,198,2,18,6,2014,25,,,,,138.5
2014-06-19,44.0,52.5,54.0,15.0,198,3,19,6,2014,25,,,,,165.5
2014-06-20,44.0,37.5,27.0,12.0,216,4,20,6,2014,25,,,,,120.5
2014-06-21,45.0,43.0,24.5,9.5,178,5,21,6,2014,25,,,,,122.0
2014-06-22,20.5,13.5,21.5,9.0,126,6,22,6,2014,25,,,,,64.5
2014-06-23,37.0,35.0,56.5,18.0,190,0,23,6,2014,26,,,,,146.5
2014-06-24,43.0,57.0,54.0,21.0,208,1,24,6,2014,26,,,,,175.0
2014-06-25,39.0,22.5,40.5,17.0,172,2,25,6,2014,26,,,,,119.0
2014-06-26,18.0,31.0,100.0,20.0,192,3,26,6,2014,26,,,,,169.0
2014-06-27,31.0,27.5,78.0,10.0,180,4,27,6,2014,26,,,,,146.5
2014-06-28,35.5,19.5,26.5,1.0,154,5,28,6,2014,26,,,,,82.5
2014-06-29,25.5,6.0,30.0,3.0,138,6,29,6,2014,26,,,,,64.5
2014-06-30,63.0,67.0,56.5,10.0,198,0,30,6,2014,27,,,,,196.5
2014-07-01,61.5,55.5,67.0,35.0,240,1,1,7,2014,27,,,,,219.0
2014-07-02,51.5,48.5,36.5,21.0,240,2,2,7,2014,27,,,,,157.5
2014-07-03,65.5,38.0,54.5,12.5,220,3,3,7,2014,27,,,,,170.5
2014-07-04,55.5,41.0,36.5,6.0,216,4,4,7,2014,27,,,,,139.0
2014-07-05,32.5,20.5,30.0,7.0,156,5,5,7,2014,27,,,,,90.0
2014-07-06,17.5,19.0,24.5,6.0,154,6,6,7,2014,27,,,,,67.0
2014-07-07,22.5,28.5,36.5,13.0,162,0,7,7,2014,28,,,,,100.5
2014-07-08,46.0,65.0,81.0,17.5,214,1,8,7,2014,28,,,,,209.5
2014-07-09,42.0,39.0,83.0,13.0,202,2,9,7,2014,28,,,,,177.0
2014-07-10,61.0,52.0,49.0,6.0,216,3,10,7,2014,28,,,,,168.0
2014-07-11,34.0,39.5,43.5,3.0,178,4,11,7,2014,28,,,,,120.0
2014-07-12,33.5,27.0,28.5,4.0,174,5,12,7,2014,28,,,,,93.0
2014-07-13,32.5,26.5,17.5,4.5,144,6,13,7,2014,28,,,,,81.0
2014-07-14,36.5,83.0,40.0,11.0,194,0,14,7,2014,29,,,,,170.5
2014-07-15,38.0,59.0,43.0,3.0,198,1,15,7,2014,29,,,,,143.0
2014-07-16,36.5,59.0,56.5,10.5,270,2,16,7,2014,29,,,,,162.5
2014-07-17,39.0,86.0,47.0,10.0,238,3,17,7,2014,29,,,,,182.0
2014-07-18,25.5,30.5,71.5,10.0,180,4,18,7,2014,29,,,,,137.5
2014-07-19,13.0,40.5,49.0,0.0,160,5,19,7,2014,29,,,,,102.5
2014-07-20,18.0,14.0,26.5,10.0,102,6,20,7,2014,29,,,,,68.5
2014-07-21,27.0,52.0,93.5,7.0,192,0,21,7,2014,30,,,,,179.5
2014-07-22,45.5,63.5,41.0,18.5,220,1,22,7,2014,30,,,,,168.5
2014-07-23,65.5,47.5,76.5,14.0,214,2,23,7,2014,30,,,,,203.5
2014-07-24,44.5,59.5,35.0,18.0,202,3,24,7,2014,30,,,,,157.0
2014-07-25,27.0,50.5,53.0,24.0,250,4,25,7,2014,30,,,,,154.5
2014-07-26,22.0,21.0,25.5,6.0,136,5,26,7,2014,30,,,,,74.5
2014-07-27,22.0,14.0,14.0,6.0,102,6,27,7,2014,30,,,,,56.0
2014-07-28,38.5,58.0,28.0,16.0,224,0,28,7,2014,31,,,,,140.5
2014-07-29,45.5,52.0,60.5,22.0,214,1,29,7,2014,31,,,,,180.0
2014-07-30,35.0,35.5,37.5,20.5,204,2,30,7,2014,31,,,,,128.5
2014-07-31,46.5,33.5,51.5,17.0,216,3,31,7,2014,31,,,,,148.5
2014-08-01,37.0,47.5,72.5,11.5,222,4,1,8,2014,31,,,,,168.5
2014-08-02,31.5,17.5,38.0,8.0,190,5,2,8,2014,31,,,,,95.0
2014-08-03,22.0,8.0,18.0,8.0,126,6,3,8,2014,31,,,,,56.0
2014-08-04,35.5,74.0,36.0,28.0,204,0,4,8,2014,32,,,,,173.5
2014-08-05,38.0,61.5,49.0,13.5,246,1,5,8,2014,32,,,,,162.0
2014-08-06,37.0,22.0,61.0,36.5,236,2,6,8,2014,32,,,,,156.5
2014-08-07,53.5,55.5,18.0,23.0,180,3,7,8,2014,32,,,,,150.0
2014-08-08,57.5,69.5,38.5,9.0,184,4,8,8,2014,32,,,,,174.5
2014-08-09,17.5,32.0,24.5,5.5,144,5,9,8,2014,32,,,,,79.5
2014-08-10,25.0,16.5,10.5,1.5,112,6,10,8,2014,32,,,,,53.5
2014-08-11,37.5,54.0,26.0,12.0,182,0,11,8,2014,33,,,,,129.5
2014-08-12,36.0,45.0,44.5,13.0,180,1,12,8,2014,33,,,,,138.5
2014-08-13,41.0,63.5,49.5,15.0,222,2,13,8,2014,33,,,,,169.0
2014-08-14,55.0,56.0,41.0,17.5,270,3,14,8,2014,33,,,,,169.5
2014-08-15,38.0,50.0,76.5,17.5,214,4,15,8,2014,33,,,,,182.0
2014-08-16,20.5,30.0,40.0,15.0,190,5,16,8,2014,33,,,,,105.5
2014-08-17,7.0,26.0,23.0,15.0,120,6,17,8,2014,33,,,,,71.0
2014-08-18,21.5,42.0,31.0,22.5,132,0,18,8,2014,34,,,,,117.0
2014-08-19,37.5,47.0,45.5,8.0,174,1,19,8,2014,34,,,,,138.0
2014-08-20,37.5,36.0,50.0,12.0,212,2,20,8,2014,34,,,,,135.5
2014-08-21,36.5,68.5,67.5,9.0,264,3,21,8,2014,34,,,,,181.5
2014-08-22,38.5,64.0,47.0,18.0,232,4,22,8,2014,34,,,,,167.5
2014-08-23,23.5,14.0,21.5,6.0,112,5,23,8,2014,34,,,,,65.0
2014-08-24,10.5,35.5,13.0,6.0,118,6,24,8,2014,34,,,,,65.0
2014-08-25,22.0,54.5,36.5,6.0,190,0,25,8,2014,35,,,,,119.0
2014-08-26,29.0,42.5,49.5,15.5,178,1,26,8,2014,35,,,,,136.5
