trans_dt,A,B,O,AB,code_len,dow,day,month,year,week,ds,hol_dur,hol_lower,hol_upper,TOTAL
2014-08-27,56.0,48.5,44.0,12.0,210,2,27,8,2014,35,,,,,160.5
2014-08-28,54.5,45.0,68.0,5.0,188,3,28,8,2014,35,,,,,172.5
2014-08-29,49.0,66.5,64.0,17.0,272,4,29,8,2014,35,,,,,196.5
2014-08-30,21.0,56.5,40.0,17.5,196,5,30,8,2014,35,,,,,135.0
2014-08-31,17.5,27.0,37.0,13.0,160,6,31,8,2014,35,,,,,94.5
2014-09-01,75.0,42.5,65.5,17.5,216,0,1,9,2014,36,,,,,200.5
2014-09-02,32.0,32.5,87.0,17.0,222,1,2,9,2014,36,,,,,168.5
2014-09-03,51.0,62.5,56.5,8.0,252,2,3,9,2014,36,,,,,178.0
2014-09-04,70.0,71.5,67.5,10.0,250,3,4,9,2014,36,,,,,219.0
2014-09-05,39.0,70.5,74.0,10.5,226,4,5,9,2014,36,,,,,194.0
2014-09-06,14.5,46.0,37.5,12.0,174,5,6,9,2014,36,2014-09-06,3.0,-1.0,1.0,110.0
2014-09-07,20.5,36.0,23.0,5.0,160,6,7,9,2014,36,2014-09-07,3.0,-1.0,1.0,84.5
2014-09-08,8.0,13.0,20.0,9.0,90,0,8,9,2014,37,2014-09-08,3.0,-1.0,1.0,50.0
2014-09-09,37.0,53.5,29.0,10.0,180,1,9,9,2014,37,,,,,129.5
2014-09-10,53.0,25.0,39.5,17.0,216,2,10,9,2014,37,,,,,134.5
2014-09-11,42.5,61.0,42.0,19.5,210,3,11,9,2014,37,,,,,165.0
2014-09-12,69.0,38.5,54.0,14.5,252,4,12,9,2014,37,,,,,176.0
2014-09-13,18.5,56.5,25.0,7.0,160,5,13,9,2014,37,,,,,107.0
2014-09-14,26.0,6.0,32.0,5.5,120,6,14,9,2014,37,,,,,69.5
2014-09-15,52.0,70.5,44.0,25.5,210,0,15,9,2014,38,,,,,192.0
2014-09-16,35.0,44.5,49.0,29.0,226,1,16,9,2014,38,,,,,157.5
2014-09-17,36.0,42.5,41.0,17.0,190,2,17,9,2014,38,,,,,136.5
2014-09-18,40.0,58.0,58.0,15.0,228,3,18,9,2014,38,,,,,171.0
2014-09-19,47.5,46.0,45.5,18.5,208,4,19,9,2014,38,,,,,157.5
2014-09-20,13.0,29.0,16.5,7.0,102,5,20,9,2014,38,,,,,65.5
2014-09-21,14.5,7.0,24.0,21.5,102,6,21,9,2014,38,,,,,67.0
2014-09-22,52.0,26.0,40.0,10.0,180,0,22,9,2014,39,,,,,128.0
2014-09-23,28.5,41.5,45.0,23.0,204,1,23,9,2014,39,,,,,138.0
2014-09-24,53.5,44.0,46.5,12.0,232,2,24,9,2014,39,,,,,156.0
2014-09-25,47.0,57.0,76.5,36.0,270,3,25,9,2014,39,,,,,216.5
2014-09-26,50.0,48.5,66.5,14.5,198,4,26,9,2014,39,,,,,179.5
2014-09-27,36.5,29.0,30.0,16.0,180,5,27,9,2014,39,,,,,111.5
2014-09-28,49.0,75.0,44.0,31.0,214,6,28,9,2014,39,,,,,199.0
2014-09-29,69.5,36.0,19.0,15.0,180,0,29,9,2014,40,,,,,139.5
2014-09-30,47.5,43.0,39.0,25.5,208,1,30,9,2014,40,,,,,155.0
2014-10-01,16.0,23.0,38.0,18.5,144,2,1,10,2014,40,2014-10-01,7.0,-2.0,2.0,95.5
2014-10-02,21.5,38.0,59.5,5.5,156,3,2,10,2014,40,2014-10-02,7.0,-2.0,2.0,124.5
2014-10-03,24.5,22.0,24.5,17.5,184,4,3,10,2014,40,2014-10-03,7.0,-2.0,2.0,88.5
2014-10-04,17.5,10.5,14.0,6.0,96,5,4,10,2014,40,2014-10-04,7.0,-2.0,2.0,48.0
2014-10-05,22.0,23.0,9.0,13.5,120,6,5,10,2014,40,2014-10-05,7.0,-2.0,2.0,67.5
2014-10-06,17.0,16.0,22.5,4.0,108,0,6,10,2014,41,2014-10-06,7.0,-2.0,2.0,59.5
2014-10-07,23.0,21.5,10.5,7.0,102,1,7,10,2014,41,2014-10-07,7.0,-2.0,2.0,62.0
2014-10-08,30.5,20.5,10.5,8.0,120,2,8,10,2014,41,,,,,69.5
2014-10-09,31.5,100.0,28.5,12.0,196,3,9,10,2014,41,,,,,172.0
2014-10-10,60.0,43.0,37.0,23.5,162,4,10,10,2014,41,,,,,163.5
2014-10-11,32.0,41.5,49.0,24.0,210,5,11,10,2014,41,,,,,146.5
2014-10-12,38.0,20.5,27.0,14.0,144,6,12,10,2014,41,,,,,99.5
2014-10-13,51.0,64.0,50.0,17.5,244,0,13,10,2014,42,,,,,182.5
2014-10-14,45.5,66.5,78.0,23.5,232,1,14,10,2014,42,,,,,213.5
2014-10-15,47.5,73.0,70.0,8.0,240,2,15,10,2014,42,,,,,198.5
2014-10-16,58.0,38.0,62.5,30.0,270,3,16,10,2014,42,,,,,188.5
2014-10-17,29.0,70.5,49.5,13.0,204,4,17,10,2014,42,,,,,162.0
2014-10-18,26.0,32.0,36.5,15.0,184,5,18,10,2014,42,,,,,109.5
2014-10-19,27.5,34.5,31.5,15.0,160,6,19,10,2014,42,,,,,108.5
2014-10-20,53.5,60.5,54.5,28.0,270,0,20,10,2014,43,,,,,196.5
2014-10-21,41.5,57.0,66.5,38.0,240,1,21,10,2014,43,,,,,203.0
2014-10-22,46.0,60.5,92.0,12.0,258,2,22,10,2014,43,,,,,210.5
2014-10-23,48.5,46.0,52.0,21.0,192,3,23,10,2014,43,,,,,167.5
2014-10-24,45.0,22.0,42.5,21.0,156,4,24,10,2014,43,,,,,130.5
2014-10-25,32.5,29.0,24.0,9.0,180,5,25,10,2014,43,,,,,94.5
2014-10-26,22.0,24.5,28.5,9.5,178,6,26,10,2014,43,,,,,84.5
2014-10-27,56.0,49.5,46.0,6.0,252,0,27,10,2014,44,,,,,157.5
2014-10-28,38.0,34.0,52.5,11.0,180,1,28,10,2014,44,,,,,135.5
2014-10-29,43.0,77.5,30.0,23.5,226,2,29,10,2014,44,,,,,174.0
2014-10-30,36.0,52.5,47.0,27.0,262,3,30,10,2014,44,,,,,162.5
2014-10-31,47.0,48.5,53.5,12.0,234,4,31,10,2014,44,,,,,161.0
2014-11-01,29.0,44.5,33.5,18.0,180,5,1,11,2014,44,,,,,125.0
2014-11-02,58.0,62.0,36.0,30.0,186,6,2,11,2014,44,,,,,186.0
2014-11-03,63.5,61.0,44.5,13.5,196,0,3,11,2014,45,,,,,182.5
2014-11-04,69.5,61.0,85.5,14.5,244,1,4,11,2014,45,,,,,230.5
2014-11-05,31.5,66.0,59.0,11.5,216,2,5,11,2014,45,,,,,168.0
2014-11-06,54.0,55.5,69.5,6.5,244,3,6,11,2014,45,,,,,185.5
2014-11-07,32.0,30.0,14.0,15.0,150,4,7,11,2014,45,,,,,91.0
2014-11-08,24.5,46.5,14.0,5.5,186,5,8,11,2014,45,,,,,90.5
2014-11-09,19.5,26.0,19.5,11.5,156,6,9,11,2014,45,,,,,76.5
2014-11-10,9.5,25.5,20.0,8.0,90,0,10,11,2014,46,,,,,63.0
2014-11-11,13.5,38.5,31.0,6.0,140,1,11,11,2014,46,,,,,89.0
2014-11-12,27.5,25.5,9.0,10.0,126,2,12,11,2014,46,,,,,72.0
2014-11-13,20.0,28.0,32.5,13.0,166,3,13,11,2014,46,,,,,93.5
2014-11-14,52.5,70.5,69.0,41.0,276,4,14,11,2014,46,,,,,233.0
2014-11-15,48.0,38.5,74.5,15.5,252,5,15,11,2014,46,,,,,176.5
2014-11-16,39.5,22.0,21.5,14.0,174,6,16,11,2014,46,,,,,97.0
2014-11-17,43.0,82.0,58.5,15.5,234,0,17,11,2014,47,,,,,199.0
2014-11-18,54.0,65.5,39.0,19.5,216,1,18,11,2014,47,,,,,178.0
2014-11-19,45.5,38.0,27.5,14.5,192,2,19,11,2014,47,,,,,125.5
2014-11-20,46.5,32.0,47.0,21.5,270,3,20,11,2014,47,,,,,147.0
2014-11-21,25.0,50.0,36.5,5.5,210,4,21,11,2014,47,,,,,117.0
2014-11-22,25.5,29.5,18.5,21.0,166,5,22,11,2014,47,,,,,94.5
2014-11-23,16.5,46.0,17.5,8.5,136,6,23,11,2014,47,,,,,88.5
2014-11-24,18.0,60.5,35.0,13.0,196,0,24,11,2014,48,,,,,126.5
2014-11-25,53.5,73.0,68.0,33.0,232,1,25,11,2014,48,,,,,227.5
2014-11-26,36.5,81.0,39.0,29.0,210,2,26,11,2014,48,,,,,185.5
2014-11-27,37.5,55.0,58.5,35.0,246,3,27,11,2014,48,,,,,186.0
2014-11-28,35.5,56.0,62.5,16.0,198,4,28,11,2014,48,,,,,170.0
2014-11-29,25.0,25.0,41.0,14.0,150,5,29,11,2014,48,,,,,105.0
2014-11-30,18.5,37.5,24.5,19.0,180,6,30,11,2014,48,,,,,99.5
2014-12-01,40.0,46.5,55.0,25.0,234,0,1,12,2014,49,,,,,166.5
2014-12-02,32.0,70.5,61.0,16.0,204,1,2,12,2014,49,,,,,179.5
2014-12-03,50.5,62.0,44.0,27.0,198,2,3,12,2014,49,,,,,183.5
2014-12-04,44.5,78.0,35.0,26.0,270,3,4,12,2014,49,,,,,183.5
2014-12-05,42.0,58.5,25.0,38.0,204,4,5,12,2014,49,,,,,163.5
2014-12-06,26.5,28.0,30.0,18.0,180,5,6,12,2014,49,,,,,102.5
2014-12-07,15.5,36.5,17.0,2.0,148,6,7,12,2014,49,,,,,71.0
2014-12-08,36.0,37.0,57.0,19.0,198,0,8,12,2014,50,,,,,149.0
2014-12-09,59.5,54.0,47.0,21.0,246,1,9,12,2014,50,,,,,181.5
2014-12-10,61.5,67.0,30.5,8.0,234,2,10,12,2014,50,,,,,167.0
2014-12-11,49.0,51.0,40.5,19.5,252,3,11,12,2014,50,,,,,160.0
2014-12-12,53.0,58.5,52.0,18.0,230,4,12,12,2014,50,,,,,181.5
2014-12-13,18.5,35.0,13.5,10.5,144,5,13,12,2014,50,,,,,77.5
2014-12-14,26.5,29.0,24.0,18.5,140,6,14,12,2014,50,,,,,98.0
2014-12-15,28.0,54.0,63.0,15.0,268,0,15,12,2014,51,,,,,160.0
2014-12-16,40.5,47.0,46.0,8.0,232,1,16,12,2014,51,,,,,141.5
2014-12-17,43.0,41.0,25.5,12.0,204,2,17,12,2014,51,,,,,121.5
2014-12-18,28.0,44.0,37.0,8.0,204,3,18,12,2014,51,,,,,117.0
2014-12-19,36.0,48.0,48.0,14.0,246,4,19,12,2014,51,,,,,146.0
2014-12-20,18.0,31.5,29.5,17.0,172,5,20,12,2014,51,,,,,96.0
2014-12-21,13.5,33.5,26.5,15.0,136,6,21,12,2014,51,,,,,88.5
2014-12-22,43.0,54.0,47.0,3.5,244,0,22,12,2014,52,,,,,147.5
2014-12-23,37.5,71.0,35.5,12.0,234,1,23,12,2014,52,,,,,156.0
2014-12-24,52.5,50.0,47.5,12.0,238,2,24,12,2014,52,,,,,162.0
2014-12-25,48.0,36.0,32.5,37.5,202,3,25,12,2014,52,,,,,154.0
2014-12-26,58.0,35.5,46.5,18.5,238,4,26,12,2014,52,,,,,158.5
2014-12-27,36.5,33.0,21.0,11.0,168,5,27,12,2014,52,,,,,101.5
2014-12-28,29.0,32.5,16.5,17.0,114,6,28,12,2014,52,,,,,95.0
2014-12-29,40.5,47.0,38.0,19.5,174,0,29,12,2014,1,,,,,145.0
2014-12-30,56.5,61.5,56.5,23.0,258,1,30,12,2014,1,,,,,197.5
2014-12-31,54.0,60.5,31.5,18.5,246,2,31,12,2014,1,,,,,164.5
2015-01-01,33.0,45.5,24.0,13.5,210,3,1,1,2015,1,2015-01-01,3.0,-1.0,1.0,116.0
2015-01-02,26.5,49.0,19.0,7.5,150,4,2,1,2015,1,2015-01-02,3.0,-1.0,1.0,102.0
2015-01-03,20.0,17.0,23.0,8.0,132,5,3,1,2015,1,2015-01-03,3.0,-1.0,1.0,68.0
2015-01-04,25.0,33.5,40.5,8.5,172,6,4,1,2015,1,,,,,107.5
2015-01-05,25.5,27.5,46.0,8.0,168,0,5,1,2015,2,,,,,107.0
2015-01-06,11.0,45.0,45.0,7.0,198,1,6,1,2015,2,,,,,108.0
2015-01-07,39.5,58.5,49.5,8.0,210,2,7,1,2015,2,,,,,155.5
2015-01-08,24.5,60.5,49.0,9.5,210,3,8,1,2015,2,,,,,143.5
2015-01-09,34.0,47.5,54.5,18.5,246,4,9,1,2015,2,,,,,154.5
2015-01-10,18.0,24.0,49.0,7.0,174,5,10,1,2015,2,,,,,98.0
2015-01-11,16.5,29.0,21.0,3.0,172,6,11,1,2015,2,,,,,69.5
2015-01-12,44.5,49.5,54.5,27.0,258,0,12,1,2015,3,,,,,175.5
2015-01-13,38.5,64.5,53.0,18.5,214,1,13,1,2015,3,,,,,174.5
2015-01-14,40.5,40.0,64.0,30.0,228,2,14,1,2015,3,,,,,174.5
2015-01-15,45.5,36.0,54.0,11.0,192,3,15,1,2015,3,,,,,146.5
2015-01-16,43.0,31.0,45.5,12.5,186,4,16,1,2015,3,,,,,132.0
2015-01-17,21.0,26.0,33.0,9.0,156,5,17,1,2015,3,,,,,89.0
2015-01-18,15.5,24.0,32.0,19.0,126,6,18,1,2015,3,,,,,90.5
2015-01-19,40.0,46.0,22.0,6.0,198,0,19,1,2015,4,,,,,114.0
2015-01-20,23.0,26.0,42.0,17.5,198,1,20,1,2015,4,,,,,108.5
2015-01-21,27.0,46.5,40.5,27.0,216,2,21,1,2015,4,,,,,141.0
2015-01-22,16.0,32.5,57.0,15.5,192,3,22,1,2015,4,,,,,121.0
2015-01-23,24.0,44.5,25.5,22.0,222,4,23,1,2015,4,,,,,116.0
2015-01-24,11.5,43.0,23.0,8.0,168,5,24,1,2015,4,,,,,85.5
2015-01-25,12.0,32.0,17.0,1.0,130,6,25,1,2015,4,,,,,62.0
2015-01-26,40.5,30.0,78.0,32.0,204,0,26,1,2015,5,,,,,180.5
2015-01-27,38.5,38.0,49.5,25.5,180,1,27,1,2015,5,,,,,151.5
2015-01-28,44.0,55.0,51.5,15.0,240,2,28,1,2015,5,,,,,165.5
2015-01-29,26.0,52.5,60.0,9.0,244,3,29,1,2015,5,,,,,147.5
2015-01-30,18.0,66.0,30.5,33.0,196,4,30,1,2015,5,,,,,147.5
2015-01-31,22.5,30.0,21.5,19.5,202,5,31,1,2015,5,,,,,93.5
2015-02-01,17.0,16.0,29.0,6.0,138,6,1,2,2015,5,,,,,68.0
2015-02-02,42.0,49.5,33.0,11.5,186,0,2,2,2015,6,,,,,136.0
2015-02-03,42.0,64.0,52.0,20.0,252,1,3,2,2015,6,,,,,178.0
2015-02-04,32.0,49.5,57.5,18.0,210,2,4,2,2015,6,,,,,157.0
2015-02-05,43.0,48.5,22.0,14.0,240,3,5,2,2015,6,,,,,127.5
2015-02-06,20.5,73.0,60.5,16.0,198,4,6,2,2015,6,,,,,170.0
2015-02-07,10.0,15.0,41.0,8.5,132,5,7,2,2015,6,,,,,74.5
2015-02-08,16.0,41.0,35.5,3.0,166,6,8,2,2015,6,,,,,95.5
2015-02-09,29.0,37.5,62.5,4.0,234,0,9,2,2015,7,,,,,133.0
2015-02-10,46.5,38.0,43.0,17.0,226,1,10,2,2015,7,,,,,144.5
2015-02-11,16.5,29.5,24.5,5.0,174,2,11,2,2015,7,,,,,75.5
2015-02-12,29.5,26.0,43.0,28.0,212,3,12,2,2015,7,,,,,126.5
2015-02-13,23.0,29.0,32.0,10.5,160,4,13,2,2015,7,,,,,94.5
2015-02-14,20.0,14.5,11.5,12.0,112,5,14,2,2015,7,,,,,58.0
2015-02-15,23.5,27.5,20.5,5.0,156,6,15,2,2015,7,,,,,76.5
2015-02-16,17.5,15.5,15.0,3.5,136,0,16,2,2015,8,,,,,51.5
2015-02-17,11.0,24.5,14.0,3.0,108,1,17,2,2015,8,,,,,52.5
2015-02-18,11.0,20.5,11.5,2.0,96,2,18,2,2015,8,2015-02-18,7.0,-2.0,2.0,45.0
2015-02-19,12.0,18.0,8.5,10.0,114,3,19,2,2015,8,2015-02-19,7.0,-2.0,2.0,48.5
2015-02-20,8.0,14.0,12.5,7.5,84,4,20,2,2015,8,2015-02-20,7.0,-2.0,2.0,42.0
2015-02-21,16.5,16.5,15.5,7.0,100,5,21,2,2015,8,2015-02-21,7.0,-2.0,2.0,55.5
2015-02-22,15.0,24.0,16.0,4.5,96,6,22,2,2015,8,2015-02-22,7.0,-2.0,2.0,59.5
2015-02-23,9.0,12.5,8.0,2.0,60,0,23,2,2015,9,2015-02-23,7.0,-2.0,2.0,31.5
2015-02-24,22.5,27.5,16.0,2.5,108,1,24,2,2015,9,2015-02-24,7.0,-2.0,2.0,68.5
2015-02-25,28.0,19.5,22.0,8.0,132,2,25,2,2015,9,,,,,77.5
2015-02-26,16.5,39.0,36.0,8.0,190,3,26,2,2015,9,,,,,99.5
2015-02-27,37.0,47.5,52.5,12.0,212,4,27,2,2015,9,,,,,149.0
2015-02-28,42.0,45.0,52.0,11.5,226,5,28,2,2015,9,,,,,150.5
2015-03-01,30.0,33.0,32.5,1.0,186,6,1,3,2015,9,,,,,96.5
2015-03-02,33.0,45.0,51.0,7.5,210,0,2,3,2015,10,,,,,136.5
2015-03-03,23.5,62.0,52.5,5.5,180,1,3,3,2015,10,,,,,143.5
2015-03-04,25.0,46.5,91.0,10.0,208,2,4,3,2015,10,,,,,172.5
2015-03-05,69.0,49.5,22.0,14.0,234,3,5,3,2015,10,,,,,154.5
2015-03-06,33.0,59.0,42.0,11.0,242,4,6,3,2015,10,,,,,145.0
2015-03-07,16.0,27.0,21.0,6.5,148,5,7,3,2015,10,,,,,70.5
2015-03-08,15.5,23.5,29.0,1.5,150,6,8,3,2015,10,,,,,69.5
2015-03-09,52.0,44.5,46.0,8.5,198,0,9,3,2015,11,,,,,151.0
2015-03-10,59.0,57.0,54.0,15.0,196,1,10,3,2015,11,,,,,185.0
2015-03-11,28.5,38.5,56.0,14.0,192,2,11,3,2015,11,,,,,137.0
2015-03-12,31.5,40.5,68.5,11.0,212,3,12,3,2015,11,,,,,151.5
2015-03-13,29.5,48.0,27.5,23.0,184,4,13,3,2015,11,,,,,128.0
2015-03-14,18.0,27.0,12.5,3.0,114,5,14,3,2015,11,,,,,60.5
2015-03-15,6.0,21.5,21.0,8.0,106,6,15,3,2015,11,,,,,56.5
2015-03-16,49.5,46.5,50.0,11.0,216,0,16,3,2015,12,,,,,157.0
2015-03-17,32.5,38.0,54.0,26.0,220,1,17,3,2015,12,,,,,150.5
2015-03-18,52.0,54.5,64.5,17.0,234,2,18,3,2015,12,,,,,188.0
2015-03-19,47.0,61.5,66.5,15.0,252,3,19,3,2015,12,,,,,190.0
2015-03-20,29.0,43.0,54.5,14.0,216,4,20,3,2015,12,,,,,140.5
2015-03-21,32.0,37.5,50.0,10.5,168,5,21,3,2015,12,,,,,130.0
2015-03-22,17.5,22.5,38.5,3.0,126,6,22,3,2015,12,,,,,81.5
2015-03-23,50.0,55.5,34.0,18.0,186,0,23,3,2015,13,,,,,157.5
2015-03-24,62.0,66.5,40.5,8.5,220,1,24,3,2015,13,,,,,177.5
2015-03-25,59.5,52.5,33.5,19.0,226,2,25,3,2015,13,,,,,164.5
2015-03-26,87.5,43.0,69.0,34.0,228,3,26,3,2015,13,,,,,233.5
2015-03-27,49.0,51.0,60.0,26.0,252,4,27,3,2015,13,,,,,186.0
2015-03-28,25.5,23.0,22.5,12.5,156,5,28,3,2015,13,,,,,83.5
2015-03-29,25.5,18.0,30.0,3.0,138,6,29,3,2015,13,,,,,76.5
2015-03-30,76.0,51.0,52.0,7.0,222,0,30,3,2015,14,,,,,186.0
2015-03-31,39.5,74.0,64.5,40.0,220,1,31,3,2015,14,,,,,218.0
2015-04-01,32.5,43.0,52.0,16.5,230,2,1,4,2015,14,,,,,144.0
2015-04-02,74.5,69.0,37.0,43.0,240,3,2,4,2015,14,,,,,223.5
2015-04-03,47.5,76.0,60.0,37.0,240,4,3,4,2015,14,,,,,220.5
2015-04-04,37.5,19.0,47.0,11.0,210,5,4,4,2015,14,2015-04-04,3.0,-1.0,1.0,114.5
2015-04-05,33.0,20.0,24.0,10.5,150,6,5,4,2015,14,2015-04-05,3.0,-1.0,1.0,87.5
2015-04-06,35.5,19.0,11.0,8.5,156,0,6,4,2015,15,2015-04-06,3.0,-1.0,1.0,74.0
2015-04-07,46.5,50.0,52.0,4.0,154,1,7,4,2015,15,,,,,152.5
2015-04-08,61.5,69.0,41.0,17.0,216,2,8,4,2015,15,,,,,188.5
2015-04-09,24.5,70.5,38.0,28.0,210,3,9,4,2015,15,,,,,161.0
2015-04-10,60.0,58.5,51.0,22.5,220,4,10,4,2015,15,,,,,192.0
2015-04-11,36.5,24.5,34.0,6.5,162,5,11,4,2015,15,,,,,101.5
2015-04-12,21.0,41.0,27.5,6.0,160,6,12,4,2015,15,,,,,95.5
2015-04-13,44.0,75.5,48.5,11.0,202,0,13,4,2015,16,,,,,179.0
2015-04-14,56.5,64.0,54.0,23.0,196,1,14,4,2015,16,,,,,197.5
2015-04-15,43.5,57.5,53.0,30.0,212,2,15,4,2015,16,,,,,184.0
2015-04-16,52.0,58.5,51.0,33.0,248,3,16,4,2015,16,,,,,194.5
2015-04-17,52.0,60.5,48.5,27.0,228,4,17,4,2015,16,,,,,188.0
2015-04-18,21.5,27.0,26.0,10.5,198,5,18,4,2015,16,,,,,85.0
2015-04-19,29.0,40.5,30.0,15.5,220,6,19,4,2015,16,,,,,115.0
2015-04-20,40.0,55.5,53.5,20.0,174,0,20,4,2015,17,,,,,169.0
2015-04-21,47.5,76.5,53.0,29.0,230,1,21,4,2015,17,,,,,206.0
2015-04-22,50.0,33.5,57.5,30.0,184,2,22,4,2015,17,,,,,171.0
2015-04-23,65.0,57.0,60.5,16.0,220,3,23,4,2015,17,,,,,198.5
2015-04-24,43.0,53.0,58.5,3.0,248,4,24,4,2015,17,,,,,157.5
2015-04-25,29.0,37.0,33.0,0.0,184,5,25,4,2015,17,,,,,99.0
2015-04-26,36.0,18.5,22.5,2.0,162,6,26,4,2015,17,,,,,79.0
2015-04-27,52.0,27.0,52.0,7.0,180,0,27,4,2015,18,,,,,138.0
2015-04-28,61.5,59.5,72.5,19.0,262,1,28,4,2015,18,,,,,212.5
2015-04-29,27.0,61.5,32.5,12.5,180,2,29,4,2015,18,,,,,133.5
2015-04-30,52.0,41.0,51.0,7.0,226,3,30,4,2015,18,,,,,151.0
2015-05-01,20.0,32.0,36.5,4.0,166,4,1,5,2015,18,2015-05-01,3.0,-1.0,1.0,92.5
2015-05-02,14.0,29.0,32.5,3.0,160,5,2,5,2015,18,2015-05-02,3.0,-1.0,1.0,78.5
2015-05-03,28.0,32.5,17.0,5.5,166,6,3,5,2015,18,2015-05-03,3.0,-1.0,1.0,83.0
2015-05-04,39.0,53.5,37.0,27.0,198,0,4,5,2015,19,,,,,156.5
2015-05-05,26.0,78.0,73.0,23.0,202,1,5,5,2015,19,,,,,200.0
2015-05-06,43.5,77.5,96.0,11.0,270,2,6,5,2015,19,,,,,228.0
2015-05-07,58.0,48.0,52.0,16.0,294,3,7,5,2015,19,,,,,174.0
2015-05-08,55.0,51.5,50.5,14.0,256,4,8,5,2015,19,,,,,171.0
2015-05-09,18.0,54.0,20.5,4.0,174,5,9,5,2015,19,,,,,96.5
2015-05-10,25.0,31.0,11.0,12.0,150,6,10,5,2015,19,,,,,79.0
2015-05-11,31.0,59.5,69.5,16.0,214,0,11,5,2015,20,,,,,176.0
2015-05-12,56.0,68.0,67.0,16.0,220,1,12,5,2015,20,,,,,207.0
2015-05-13,45.0,47.5,68.0,16.0,210,2,13,5,2015,20,,,,,176.5
2015-05-14,33.5,48.5,60.0,6.0,186,3,14,5,2015,20,,,,,148.0
2015-05-15,20.5,49.0,75.5,15.0,228,4,15,5,2015,20,,,,,160.0
2015-05-16,25.0,30.0,22.5,13.0,154,5,16,5,2015,20,,,,,90.5
2015-05-17,19.0,28.5,23.0,18.0,120,6,17,5,2015,20,,,,,88.5
2015-05-18,46.5,80.0,76.0,16.0,266,0,18,5,2015,21,,,,,218.5
2015-05-19,50.5,73.5,49.5,8.0,212,1,19,5,2015,21,,,,,181.5
2015-05-20,58.0,50.5,44.0,15.0,196,2,20,5,2015,21,,,,,167.5
2015-05-21,46.5,42.5,42.5,18.5,204,3,21,5,2015,21,,,,,150.0
2015-05-22,45.0,30.5,57.5,20.0,228,4,22,5,2015,21,,,,,153.0
2015-05-23,11.0,37.0,31.0,13.0,162,5,23,5,2015,21,,,,,92.0
2015-05-24,24.0,26.0,32.5,5.0,156,6,24,5,2015,21,,,,,87.5
2015-05-25,43.5,35.0,56.0,13.0,198,0,25,5,2015,22,,,,,147.5
2015-05-26,65.0,53.5,20.5,14.0,210,1,26,5,2015,22,,,,,153.0
2015-05-27,40.5,54.5,30.5,15.0,226,2,27,5,2015,22,,,,,140.5
2015-05-28,37.0,53.5,34.5,15.0,198,3,28,5,2015,22,,,,,140.0
2015-05-29,45.0,49.0,43.0,15.0,204,4,29,5,2015,22,,,,,152.0
2015-05-30,39.5,25.5,21.5,2.0,148,5,30,5,2015,22,,,,,88.5
2015-05-31,28.0,16.5,21.0,9.0,124,6,31,5,2015,22,,,,,74.5
2015-06-01,36.5,52.0,30.0,14.5,170,0,1,6,2015,23,,,,,133.0
2015-06-02,51.0,79.5,75.5,23.5,250,1,2,6,2015,23,,,,,229.5
2015-06-03,62.0,70.5,31.0,27.0,196,2,3,6,2015,23,,,,,190.5
2015-06-04,39.5,37.5,62.5,4.5,260,3,4,6,2015,23,,,,,144.0
2015-06-05,44.5,75.0,46.5,7.0,210,4,5,6,2015,23,,,,,173.0
2015-06-06,25.5,21.0,21.5,5.5,154,5,6,6,2015,23,,,,,73.5
2015-06-07,23.0,30.5,10.0,8.5,120,6,7,6,2015,23,,,,,72.0
2015-06-08,31.5,68.5,58.0,14.5,162,0,8,6,2015,24,,,,,172.5
2015-06-09,63.0,64.0,71.5,17.5,258,1,9,6,2015,24,,,,,216.0
2015-06-10,62.5,41.0,53.0,9.0,220,2,10,6,2015,24,,,,,165.5
2015-06-11,51.0,47.0,42.5,13.5,266,3,11,6,2015,24,,,,,154.0
2015-06-12,48.0,40.0,51.0,11.5,214,4,12,6,2015,24,,,,,150.5
2015-06-13,24.5,36.5,30.5,7.0,208,5,13,6,2015,24,,,,,98.5
2015-06-14,43.0,34.0,25.5,0.0,190,6,14,6,2015,24,,,,,102.5
2015-06-15,42.5,46.0,51.5,10.0,202,0,15,6,2015,25,,,,,150.0
2015-06-16,39.0,66.5,48.5,20.0,210,1,16,6,2015,25,,,,,174.0
2015-06-17,47.0,76.0,39.5,11.5,210,2,17,6,2015,25,,,,,174.0
2015-06-18,66.0,47.0,52.0,17.0,246,3,18,6,2015,25,,,,,182.0
2015-06-19,48.0,41.5,61.5,27.0,270,4,19,6,2015,25,,,,,178.0
2015-06-20,21.5,21.0,27.5,8.0,150,5,20,6,2015,25,2015-06-20,3.0,-1.0,1.0,78.0
2015-06-21,9.0,27.0,25.0,10.0,126,6,21,6,2015,25,2015-06-21,3.0,-1.0,1.0,71.0
2015-06-22,19.0,34.0,19.5,2.0,150,0,22,6,2015,26,2015-06-22,3.0,-1.0,1.0,74.5
2015-06-23,33.0,79.0,27.0,3.0,196,1,23,6,2015,26,,,,,142.0
2015-06-24,44.0,51.0,55.0,8.0,258,2,24,6,2015,26,,,,,158.0
2015-06-25,54.0,55.0,42.0,9.5,222,3,25,6,2015,26,,,,,160.5
2015-06-26,41.0,54.0,40.0,18.5,232,4,26,6,2015,26,,,,,153.5
2015-06-27,20.5,30.5,33.5,11.0,172,5,27,6,2015,26,,,,,95.5
2015-06-28,23.0,20.5,21.0,12.0,140,6,28,6,2015,26,,,,,76.5
