,test-rmse-mean,test-rmse-std,test-rmsle-mean,test-rmsle-std,train-rmse-mean,train-rmse-std,train-rmsle-mean,train-rmsle-std
0,0.178993,0.0005509894735836606,1.5164401,0.004668339221821831,0.1786993,7.104090371046621e-05,1.5139490000000002,0.0006012106120154785
1,0.16545669999999998,0.0005418411298526581,1.4017606,0.004589545363105154,0.1648897,8.638987209158351e-05,1.3969563,0.0007328770770053999
2,0.1536015,0.0005268827668466639,1.3013198000000001,0.004464618568254179,0.15274939999999998,0.00011642525499220363,1.2941007999999998,0.0009860711739017468
3,0.14327040000000002,0.0005298847421845617,1.2137957000000001,0.004489707296695373,0.14205410000000002,0.0001303606152179451,1.2034905,0.0011049579403760244
4,0.13433239999999996,0.0005301637860133421,1.1380706,0.004491941210657177,0.13271260000000001,0.0001472821781479324,1.12435,0.0012477034904174894
5,0.12661820000000001,0.0005426580507096534,1.0727169,0.004596796785806353,0.12451670000000001,0.00015049787373913273,1.0549128,0.0012748544073736116
6,0.1199841,0.0005229077260855888,1.0165130999999998,0.004431000258406645,0.11738520000000001,0.00016945371049345676,0.9944946,0.0014360389409761702
7,0.11433469999999998,0.000503333299116997,0.9686514,0.004264128121902533,0.11113899999999999,0.00020851139057614942,0.9415775,0.0017670589831695004
8,0.10954169999999999,0.0004983729627497882,0.9280433,0.00422183941073081,0.1057229,0.0002052098681837683,0.8956900000000001,0.001737570890640151
9,0.10549009999999999,0.000491849458676127,0.893717,0.004167183389293068,0.1010579,0.00020725513262643384,0.8561684000000002,0.0017560752375681433
10,0.10208220000000001,0.0004905940888351591,0.8648464,0.004155703386912995,0.0969738,0.00021167938019561467,0.8215671999999999,0.0017948193112399884
11,0.0992392,0.00046051684008296484,0.8407596999999999,0.0039018896460561213,0.09348229999999999,0.00020261838514804028,0.7919862,0.0017172593164691094
12,0.0968542,0.0004567077402453352,0.8205534,0.003868695082324281,0.0904597,0.00017741479645170548,0.7663802,0.0015040031781881449
13,0.0948769,0.00044986474634049664,0.8038026,0.0038102424384807727,0.0877971,0.00021607241841567764,0.7438228999999998,0.001830629042160083
14,0.0932498,0.00044789815806720967,0.7900176,0.0037947499311548746,0.08552489999999999,0.00021964173100756784,0.7245718999999999,0.0018611206543370567
15,0.091911,0.0004409784575237204,0.7786748,0.0037362886344606684,0.08358469999999998,0.00024390778995349782,0.7081346,0.0020669131670198407
16,0.0908144,0.00042708224032380406,0.7693854,0.003616966275762043,0.08183750000000001,0.00027758070898389306,0.6933312,0.002352559873839568
17,0.0899192,0.00042015444779271307,0.7618010999999999,0.0035594210891660423,0.08040639999999999,0.0002941653276645631,0.6812076,0.00249323016185833
18,0.0891821,0.0004135542165182213,0.7555560000000001,0.0035045139463269364,0.07920150000000001,0.00031636821901069557,0.6709983,0.0026804886513469833
19,0.0885885,0.0004098578412083883,0.7505278000000001,0.0034723263325902886,0.078097,0.000349747623294284,0.6616424000000001,0.0029638860706849
20,0.08810319999999999,0.00039838192730092545,0.7464163000000001,0.0033744745087198468,0.07719200000000001,0.00035182836724743824,0.6539750000000001,0.0029799927852261496
21,0.0877053,0.00039774188866650894,0.7430452999999999,0.0033698793761795134,0.0764057,0.0003338341055075113,0.6473137,0.002828881335439882
22,0.087388,0.00039378369697081253,0.7403552,0.0033362989314508363,0.0756972,0.0003198961706554161,0.6413121,0.0027088408018929363
23,0.08714340000000001,0.00039331595441832837,0.7382846,0.0033317134990872026,0.0750199,0.0003405024082146857,0.6355718,0.002885208581714664
24,0.08693870000000001,0.00038912621345779425,0.7365497000000001,0.003296760108045482,0.0744743,0.0003088371901180279,0.6309506,0.002616086053630491
25,0.0867799,0.00039061655110862997,0.7352044,0.0033094608684799322,0.07395379999999999,0.00038468579386299076,0.6265407,0.003259245466361812
26,0.08666280000000001,0.0003810317047175997,0.7342129,0.0032273567962033504,0.0734529,0.0003361801451602985,0.6222967,0.0028492042064408017
27,0.0865608,0.0003715119917310882,0.7333477,0.0031463389852334754,0.0730295,0.0003649217039311299,0.6187093000000001,0.003091373062249204
28,0.0864813,0.0003721749722912581,0.7326746999999999,0.003151399817541428,0.0726204,0.0003721884468921623,0.6152428,0.003154305115235364
29,0.08642720000000001,0.0003691186259185512,0.732216,0.0031270362006219376,0.07222429999999999,0.0004540495677786732,0.6118876999999999,0.0038467793555128694
30,0.08638559999999999,0.00036993572414677743,0.7318641,0.0031346494046384198,0.0718285,0.0004597097453828868,0.6085352,0.003894682420942696
31,0.0863476,0.0003660221851199726,0.7315417000000001,0.003101943876023527,0.0715192,0.00042347982242368773,0.6059143,0.003587373859803303
