,test-rmse-mean,test-rmse-std,test-rmsle-mean,test-rmsle-std,train-rmse-mean,train-rmse-std,train-rmsle-mean,train-rmsle-std
0,0.17905549999999998,0.0005479602631578305,1.5169673000000001,0.004641383092355132,0.17877389999999999,7.570000000000137e-05,1.5145829999999998,0.0006417828293122315
1,0.16559000000000004,0.0005508600548233642,1.4028877,0.004666281175625811,0.16498580000000002,6.879941860218855e-05,1.3977701999999999,0.0005842901334097628
2,0.1538061,0.0005269479006505297,1.3030547,0.004464337465962892,0.1528252,9.877023843243503e-05,1.2947443,0.0008369811288195502
3,0.1435441,0.0005294071117769341,1.2161141000000002,0.004484670834074655,0.1421111,0.00010270486843378326,1.2039735,0.0008707381064361437
4,0.1346353,0.0005229279204632376,1.1406390000000002,0.004429833428019618,0.13271799999999997,8.942482876696759e-05,1.1243950000000003,0.0007576738084426595
5,0.12695360000000003,0.0005123110773738973,1.0755580999999999,0.004340044917970321,0.1244911,0.00012690425524780478,1.0546952,0.0010748155004464848
6,0.1203841,0.0005041657366382639,1.0199025,0.004271696039045888,0.1173604,0.00012685676962622257,0.9942844,0.001074795254920672
7,0.1147501,0.0004999492874282359,0.9721702999999999,0.004235586997099687,0.11109550000000001,0.00013415457502448434,0.9412081000000001,0.001135553472981338
8,0.10996489999999999,0.000479247629102114,0.9316289,0.004059530501178667,0.1056613,0.00012779127513253645,0.8951692000000001,0.0010844935961083365
9,0.10593919999999998,0.00047409319758882684,0.8975230999999999,0.004016291210806298,0.10100630000000002,0.00015812656323338186,0.85573,0.0013391284479093068
10,0.10253229999999999,0.00045922871208146373,0.8686605999999999,0.0038917810883964225,0.0969393,0.00016888519769358055,0.8212757000000002,0.0014306618782926963
11,0.0996979,0.0004673990693187152,0.8446466000000001,0.003959875987957182,0.0933745,0.00021055747433895537,0.7910738,0.0017829614577999152
12,0.09732340000000002,0.000468988741869142,0.8245298999999999,0.0039741657602571055,0.09038679999999999,0.00024697481652994604,0.7657625,0.002091753773750635
13,0.0953548,0.00044733808243877475,0.8078517999999999,0.00379036076910892,0.08777360000000001,0.000256015312042073,0.7436217,0.0021697604038234163
14,0.09371890000000001,0.00043105764115719053,0.7939917999999999,0.003651988658251827,0.0856331,0.0002767054209805043,0.7254873,0.002344431660339023
15,0.0923662,0.000406149923057976,0.7825316000000001,0.0034406183514013927,0.08373119999999999,0.0002983034696412371,0.7093758,0.002527092273740715
16,0.0912711,0.0003943547768190451,0.7732548,0.003340259864142294,0.08211220000000001,0.0003529823791636087,0.6956603,0.002991399740923984
17,0.0903588,0.00039213742489081473,0.7655245999999999,0.0033239000345979116,0.08073179999999999,0.000410912594112177,0.6839638,0.0034822418870607023
18,0.0896151,0.00038114313584269134,0.7592237,0.003227618256547695,0.07959819999999998,0.0004877927428734451,0.6743604,0.00413268020054783
19,0.08900879999999999,0.00038343729604721326,0.7540887000000001,0.0032486773939558746,0.0785633,0.0004835835088172446,0.6655925999999999,0.004098121013342587
20,0.0885195,0.000381233852117044,0.7499436,0.003230226964162123,0.0776653,0.00052398073437866,0.6579865,0.004438044800359736
21,0.0881229,0.00037138428884377945,0.7465818,0.0031465556979020644,0.07691110000000001,0.0005189997013486602,0.6515955000000001,0.004397421795779889
22,0.0877975,0.0003633574686173384,0.7438244,0.003079382964166671,0.0762667,0.0005326693251915302,0.6461366,0.0045118161576021675
23,0.0875355,0.00036403440771443535,0.7416054,0.003083416293658701,0.0756916,0.000518376735589088,0.6412647,0.004390576090901958
24,0.08733310000000001,0.00036378440043520336,0.7398912,0.0030833478493352204,0.07518850000000002,0.0005166564138767651,0.6370022000000001,0.0043765806698837575
25,0.08717159999999999,0.0003570140613477287,0.7385228,0.0030256036356403463,0.07474099999999999,0.0005378148380251324,0.6332086,0.004557432527202134
26,0.0870467,0.00035801062833385253,0.7374653,0.0030318208076995663,0.0743276,0.0005347747563226973,0.629708,0.004530104546254983
27,0.08695789999999999,0.0003549063115809576,0.7367132000000001,0.003006669812267381,0.0739621,0.0005348492217438498,0.6266104000000001,0.004530337144186946
28,0.0868836,0.00034898974196958816,0.7360833999999999,0.002956131296136898,0.073612,0.0005608522086967297,0.6236465999999999,0.004750897266832857
29,0.08682590000000001,0.0003427160486466894,0.7355946,0.0029045725744074637,0.0733222,0.0005717820913599858,0.6211906,0.004844277617973585
30,0.08679709999999999,0.0003392042010353062,0.7353502,0.002873599826002225,0.07298260000000001,0.0006335389806476011,0.6183125,0.005367295543381217
31,0.0867723,0.00034213098368899393,0.7351409999999999,0.002897641282146578,0.07268720000000001,0.0006038237822411421,0.6158108,0.005116161701901148
