,test-rmse-mean,test-rmse-std,test-rmsle-mean,test-rmsle-std,train-rmse-mean,train-rmse-std,train-rmsle-mean,train-rmsle-std
0,0.1790195,0.000592902900988016,1.5166642999999997,0.005024074025131392,0.178771,4.051172669734388e-05,1.5145588,0.00034313082053350955
1,0.1655499,0.0005919683184090193,1.4025466999999998,0.0050151277162201885,0.1650056,8.106318523226375e-05,1.3979378,0.0006855046024644984
2,0.15379020000000002,0.0005669742145812327,1.3029197,0.004803619157468632,0.1529042,0.0001059214803521915,1.2954127999999998,0.0008972681650431895
3,0.14354509999999998,0.0005611709988942751,1.2161233,0.004755164183285358,0.1422306,0.0001070814643157259,1.2049857,0.0009062962043394009
4,0.13462680000000002,0.0005487999271136956,1.1405656,0.004648671276827402,0.13285799999999998,0.00012278273494266106,1.1255788,0.001039473308940607
5,0.126948,0.0005348663384435414,1.0755108,0.004532404346481039,0.1246761,0.00015700792973604946,1.0562619,0.0013303602857872956
6,0.1203357,0.0005275134216301974,1.0194911000000002,0.004468425325548152,0.1175281,0.00013544478579849306,0.9957052,0.0011477780970204968
7,0.1147143,0.0005247881572596712,0.9718671000000001,0.004445358128430123,0.1113488,0.00015105416247161057,0.9433534,0.0012799907968419134
8,0.10993159999999999,0.0005040891191049457,0.9313465000000001,0.0042702339338729365,0.1059397,0.00017360187210972095,0.8975261,0.001471542826424017
9,0.10587739999999998,0.0005127972698835261,0.8969990000000001,0.004344257842255678,0.101266,0.00016376690752407727,0.8579310999999998,0.0013870473279596492
10,0.1024815,0.0004929716523290166,0.868229,0.004176042720088007,0.0971928,0.00016936457717007947,0.8234242999999999,0.001434426160525524
11,0.09962839999999999,0.0004880217618098607,0.8440587,0.004133483737720533,0.0937335,0.00022486495947568022,0.7941175,0.0019044213425605128
12,0.0972435,0.00046701718383802566,0.8238517,0.003955874721221573,0.0907413,0.0002303102472752792,0.7687655000000001,0.0019508094345681226
13,0.0952646,0.0004623596435676431,0.8070876,0.003917376525176009,0.0881962,0.0003008487327545193,0.7472046999999999,0.002547712387613639
14,0.0936279,0.0004533352953388921,0.7932203,0.003841762877898629,0.0860352,0.0003301932161628997,0.7288959,0.002798115882160707
15,0.0922865,0.0004490568449539542,0.7818568,0.0038055935358364446,0.0841746,0.00033055262818498343,0.7131305,0.0027998923997182602
16,0.0911737,0.0004417637490786232,0.7724279000000001,0.0037422822835804503,0.0825334,0.0003022764297790999,0.6992265999999999,0.0025591044214724845
17,0.0902639,0.00042895884417971925,0.7647193999999999,0.003633570453424558,0.08119439999999999,0.0002806674901017227,0.6878839999999999,0.0023774037519950163
18,0.0895351,0.0004224373207944591,0.7585466,0.0035788465516140852,0.08004009999999999,0.00034161804694717246,0.6781052,0.002894932600251679
19,0.0889388,0.0004182811972824034,0.7534938999999999,0.0035432190858031994,0.0790213,0.00036484792722448335,0.669474,0.003091453315190115
20,0.08846000000000001,0.00041141827864109065,0.7494388,0.0034860218817443006,0.07812260000000001,0.00029940180360178324,0.6618598,0.0025358928526260567
21,0.0880667,0.0004070258099924388,0.7461068000000001,0.0034496109287860295,0.077358,0.0002686294846065883,0.6553807,0.00227582916977528
22,0.087751,0.00040967499313480314,0.7434309000000001,0.003471362915340292,0.07669000000000001,0.0003213941505379331,0.6497219000000001,0.002721935504379201
23,0.0874957,0.0004072900809005782,0.74127,0.003450189386106206,0.0761271,0.00032413776392145274,0.6449539000000001,0.0027458300912474253
24,0.0872918,0.00040237639095751986,0.7395408,0.003410236437550933,0.0756391,0.00033372547100873223,0.6408194,0.0028270634658599477
25,0.0871272,0.00040057828198742957,0.738147,0.0033942911483842895,0.07522200000000001,0.00032844908281193377,0.6372846,0.002782496152737687
26,0.08700340000000001,0.00040176241735632756,0.7370981,0.0034030370685609553,0.0748046,0.00032087854400068697,0.633748,0.002717499990800372
27,0.08691449999999999,0.00040124038929300265,0.7363441000000001,0.0034001809201864553,0.07438170000000002,0.0003089424056357428,0.630165,0.0026171093977898543
28,0.0868459,0.0004031387974383041,0.7357648,0.0034145910677561256,0.0740549,0.0003407108598210517,0.6273982,0.002885473992258453
29,0.0867944,0.0004058847619706831,0.7353259000000001,0.0034389493293737403,0.07371559999999999,0.00033268008656966525,0.6245217000000001,0.0028182957279178538
30,0.0867595,0.0004036506534120813,0.7350328,0.003419723696440992,0.0734001,0.0003834906648146741,0.6218509999999999,0.0032498751052925136
31,0.08673639999999999,0.00040964233179689643,0.7348356,0.003471126652831907,0.07309439999999999,0.00039844954511204897,0.61926,0.003377148856654099
